"identifiant","Prénom","Nom","Région","Département","Numéro de circonscription","Profession","Groupe politique (complet)","Groupe politique (abrégé)"
"793158","José","Beaurain","Hauts-de-France","Aisne","4","Artisan","Rassemblement National","RN"
